反贪风暴4,https://p1.meituan.net/movie/c63849c7a9de360a7b192bc322792a111705236.jpg,"古天乐,郑嘉颖,林峯",2019-04-04,https://maoyan.com/films/1211727,剧情,"中国香港,中国大陆",98分钟,廉政公署收到报案人廖雨萍（周秀娜 饰）的实名举报，举报正在坐牢的富二代曹元元（林峯 饰）涉嫌行贿监狱里的监督沈济全（谭耀文 饰）以及惩教员，首席调查主任陆志廉（古天乐 饰）决定深入虎穴，卧底狱中。在监狱里，被陆志廉送入监狱的前警司黄文彬（林家栋 饰）以及曹元元两大帮派势成水火，陆志廉趁机接近曹元元取得信任。同时监狱外的廉政公署总调查主任程德明（郑嘉颖 饰）、国内反贪局行动处处长洪亮（丁海峰 饰）也陆港联手，通力合作，最终成功破获贪腐行贿大案。
喜剧之王,https://p1.meituan.net/movie/18e3191039d5e71562477659301f04aa61905.jpg,"周星驰,莫文蔚,张柏芝",1999-02-13(中国香港),https://maoyan.com/films/9025,喜剧,中国香港,85分钟,尹天仇（周星驰 饰）一直醉心戏剧，想成为一名演员，平时除了做跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇对她指导的过程中，柳飘飘对尹天仇渐生情愫，同时她也成为了夜总会里当红的小姐。尹天仇受到了极多白眼之后，终于得到了大明星鹃姐（莫文蔚 饰）的赏识，提携他担演新戏中的男主角，但没想到突然把他的角色换掉了，令他失望不已。在片场当场务的卧底警员（吴孟达 饰）身份被识穿，尹天仇阴差阳错的帮忙破了案。之后尹天仇继续活跃在街坊福利会的演员训练班里。
乱世佳人,https://p0.meituan.net/movie/223c3e186db3ab4ea3bb14508c709400427933.jpg,"费雯·丽,克拉克·盖博,奥利维娅·德哈维兰",1939-12-15(美国),https://maoyan.com/films/7431,剧情,美国,238分钟,美国南北战争前夕，南方农场塔拉庄园的千金斯嘉丽（费·雯丽 饰）爱上了另一个农场主的儿子艾希礼（李斯利·霍华德 饰），遭到了拒绝，为了报复，她嫁给了自己不爱的男人，艾希礼妻子梅兰（奥莉薇·黛·哈佛兰 饰）的弟弟查尔斯。战争期间，斯嘉丽成为寡妇，失去母亲，挑起生活的重担，不再是当初的千金小姐；战争结束后，她又两度为人妻，嫁给了爱她多年的投机商人瑞德（克拉克·盖博 饰）。然而，纵使经历了生活的艰苦，斯嘉丽对艾希礼的感情仍然没有改变。艾希礼妻子梅兰的去世，给了斯嘉丽一个机会，一边是深爱自己的丈夫瑞德，一边是心心念念多年的艾希礼？斯嘉丽会给自己怎样一个不一样的明天？
魂断蓝桥,https://p0.meituan.net/movie/46c29a8b8d8424bdda7715e6fd779c66235684.jpg,"费雯·丽,罗伯特·泰勒,露塞尔·沃特森",1940-05-17(美国),https://maoyan.com/films/2760,剧情,美国,108分钟,第一次世界大战期间，回国度假的陆军中尉罗伊（罗伯特·泰勒 饰）在滑铁卢桥上邂逅了舞蹈演员玛拉（费雯·丽 饰），两人彼此倾心，爱情迅速升温。就在两人决定结婚之时，罗伊应招回营地，两人被迫分离。由于错过剧团演出，玛拉被开除，只能和好友相依为命。不久玛拉得知罗伊阵亡的消息，几欲崩溃，备受打击。失去爱情的玛拉感到一切都失去了意义，为了生存，她和好友不得不沦为妓女。然而命运弄人，就在此时玛拉竟然再次遇到了罗伊。虽然为罗伊的生还兴奋不已，玛拉却因自己的失身陷入痛苦之中。感到一切难以挽回的玛拉潸然离开，独自来到两人最初相遇的地点——滑铁卢桥上…
千与千寻,https://p0.meituan.net/movie/b076ce63e9860ecf1ee9839badee5228329384.jpg,"柊瑠美,入野自由,夏木真理",2001-07-20(日本),https://maoyan.com/films/1212,动画,日本,125分钟,千寻和爸爸妈妈一同驱车前往新家，在郊外的小路上不慎进入了神秘的隧道——他们去到了另外一个诡异世界—一个中世纪的小镇。远处飘来食物的香味，爸爸妈妈大快朵颐，孰料之后变成了猪！这时小镇上渐渐来了许多样子古怪、半透明的人。千寻仓皇逃出，一个叫小白的人救了他，喂了她阻止身体消失的药，并且告诉她怎样去找锅炉爷爷以及汤婆婆，而且必须获得一份工作才能不被魔法变成别的东西。千寻在小白的帮助下幸运地获得了一份在浴池打杂的工作。渐渐她不再被那些怪模怪样的人吓倒，并从小玲那儿知道了小白是凶恶的汤婆婆的弟子。一次，千寻发现小白被一群白色飞舞的纸人打伤，为了救受伤的小白，她用河神送给她的药丸驱出了小白身体内的封印以及守封印的小妖精，但小白还是没有醒过来。为了救小白，千寻又踏上了她的冒险之旅。
乐高大电影2,https://p0.meituan.net/movie/4d47b045a3f62bbccf94cb48ad5cbc64303329.jpg,"克里斯·帕拉特,伊丽莎白·班克斯,威尔·阿奈特",2019-03-22,https://maoyan.com/films/341220,动画,"美国,澳大利亚,丹麦",108分钟,乐高小人艾米特（克里斯·帕拉特 配音）贱萌回归，抱得美人归的他和女友露西（伊丽莎白·班克斯 配音）过着甜蜜的生活。但是看似平静的表面其实暗藏阴谋，神秘外星入侵者突然降临，他们的破坏速度远在乐高小人的建造速度之上，艾米特的世界再度危在旦夕。外星入侵者甚至能洞察艾米特等人的每一次行动，困难与挑战直线升级，身手敏捷的露西也难逃厄运，陷入危机。艾米特必须联合一众好友，再次拯救世界。这一次，他们将前往遥远未知的新奇世界，见识更多令人大开眼界的乐高世界，同时也将发现真正的自我。
三重威胁之跨国大营救,https://p0.meituan.net/movie/99f6289c0836bee02c5a757ee52c54838763246.jpg,"陈虎,卢靖姗,托尼·贾",2019-03-29,https://maoyan.com/films/1197466,动作,"中国大陆,中国香港",96分钟,东南亚的热带丛林，龙飞（陈虎饰）正与搭档帕于（托尼·贾饰）参加一项秘密任务，配合一个突击小队进行人道主义救援，但没想到，他们拼死救下的却是一个做恶多端令人闻风丧胆的犯罪头子柯林斯（斯科特·阿金斯饰）。柯林斯被救后，把所有知情人都锁在秘密基地的地牢里，临走时一炸了之，龙飞与帕于在生死关头逃了出来。 逃出生天的二人秘谋报仇，但想报仇的不止他们，扎卡（伊科·乌艾斯饰）的妻子在这次行动中无辜殒命，扎卡在地下拳馆见到龙飞，误认为他是凶手，以死相搏，却因伤不敌，被龙飞打昏。 龙飞和帕于好心把扎卡接到住处里休息，三人把酒言欢，没想到第二天一早，扎卡不见了，全副武装的警察却找上门来，原来扎卡举报他俩参加地下拳赛，两人被带到警察局关了起来。 中国富商的女继承人田小娴（卢靖姗饰）来到马哈扎雅推动贫民窟改造计划，但她的计划侵犯了当地黑帮的利益进而遭到追杀，田小娴被迫逃入警局，没想到警局也不是安身之地，柯林斯带着他的雇佣兵突袭警局，田小娴再度处于危险之中。正好被关在警局的龙飞识破了黑帮的计谋，和帕于一起带田小娴逃走。 黑帮血洗警局，然后栽赃给龙飞和帕于，无奈之下龙飞和帕于只好带着田小娴开始了逃亡之旅。因为黑帮的高额赏金，三人无处藏身，而这时扎卡也加入了柯林斯的队伍，敌友不明。一路历险，田小娴对龙飞和帕于建立起信任关系，扎卡也发现追杀龙飞和帕于的恶势力都是被一个姓苏的女人暗中操控着，她才是他真正的仇人。 决战时刻，扎卡加入了龙飞的阵营，三人联手对抗全部武装的柯林斯一伙……
阴阳师,https://p0.meituan.net/movie/ad58ed1d1dfdf20c0c95e60471be50e8294506.jpg,"陈坤,屈楚萧,周迅",2019,https://maoyan.com/films/1199007,剧情,中国大陆,105分钟,12月15日，工夫影业、华谊兄弟电影和网易影业正式宣布，将联手改编《阴阳师》这款现象级移动游戏，打造同名电影和剧集，将瑰丽奇异的东方奇幻世界搬上大银幕。据悉，此次工夫影业、华谊兄弟电影和网易影业宣布联手打造《阴阳师》电影和剧集，并未公布完整的拍摄时间计划，但有关《阴阳师》的剧本创作已经着手开始，之后在合适的阶段将曝光该项目的具体信息。
爵迹2,https://p1.meituan.net/movie/eed97cfe2718d28d688615830856d07b226733.jpg,"范冰冰,吴亦凡,陈学冬",2019,https://maoyan.com/films/344450,动画,中国大陆,120分钟,为了完成前六度王爵西流尔的遗愿，鬼山莲泉、银尘、麒零、天束幽花四人决定一起前往，解救被白银祭司封印的前一度王爵吉尔伽美什。而当四人克服重重阻碍赶到囚禁之地，却不幸遇上白银祭司派出的最强杀手阵容：幽冥、特蕾娅、漆拉，一场正面交锋在所难免，整个亚斯蓝帝国最阴暗的秘密也将逐渐浮出水面。
警告,https://p0.meituan.net/movie/ce1522190a6981f10dbf042c101e2191364876.jpg,"劳尔·阿雷瓦洛,奥拉·加里多,雨果·阿布斯",2019-03-29,https://maoyan.com/films/1215346,剧情,西班牙,93分钟,在某间加油站的便利商店，每隔一段时间就会发生凶杀案，这是随机事件？还是神秘的巧合？在又一次凶杀案发生之后，一位天才数学家终于发现反转命运的秘密，竟然藏在一串数字里。他依循神秘的数字线索发掘真相，试图挽救下一个受害者，一个十岁小男孩的生命，但随着警告信的日期接近，他还有机会拯救人命吗？
