1,清华大学,北京市,95.9
2,北京大学,北京市,82.6
3,浙江大学,浙江省,80
4,上海交通大学,上海市,78.7
5,复旦大学,上海市,70.9
6,南京大学,江苏省,66.1
7,中国科学技术大学,安徽省,65.5
8,哈尔滨工业大学,黑龙江省,63.5
9,华中科技大学,湖北省,62.9
10,中山大学,广东省,62.1
11,东南大学,江苏省,61.4
12,天津大学,天津市,60.8
13,同济大学,上海市,59.8
14,北京航空航天大学,北京市,59.6
15,四川大学,四川省,59.4
16,武汉大学,湖北省,59.1
17,西安交通大学,陕西省,58.9
18,南开大学,天津市,58.3
19,大连理工大学,辽宁省,56.9
20,山东大学,山东省,56.3
21,华南理工大学,广东省,56.2
22,吉林大学,吉林省,55.7
23,厦门大学,福建省,55.4
24,北京师范大学,北京市,54.6
25,北京理工大学,北京市,53.9
26,苏州大学,江苏省,53.1
27,中南大学,湖南省,52.5
28,北京科技大学,北京市,52.2
29,南京航空航天大学,江苏省,52
30,华东理工大学,上海市,51.9
31,湖南大学,湖南省,51.4
31,中国人民大学,北京市,51.4
33,重庆大学,重庆市,50.9
34,华东师范大学,上海市,50.6
35,中国地质大学（武汉）,湖北省,50.4
36,西北工业大学,陕西省,50.3
36,电子科技大学,四川省,50.3
38,中国农业大学,北京市,48.9
38,中国石油大学（北京）,北京市,48.9
40,北京化工大学,北京市,48.6
40,北京交通大学,北京市,48.6
42,南京理工大学,江苏省,48.5
43,华北电力大学（北京）,北京市,48.2
44,北京邮电大学,北京市,48.1
45,西安电子科技大学,陕西省,47.6
46,武汉理工大学,湖北省,47.4
46,上海大学,上海市,47.4
48,华中师范大学,湖北省,47.3
48,东北大学,辽宁省,47.3
50,东北师范大学,吉林省,47.1
51,东华大学,上海市,47
52,福州大学,福建省,46.7
53,首都医科大学,北京市,46.5
53,兰州大学,甘肃省,46.5
55,江南大学,江苏省,46.3
56,合肥工业大学,安徽省,45.6
57,南京医科大学,江苏省,45.5
58,中国海洋大学,山东省,45.3
59,中国矿业大学,江苏省,45.2
60,暨南大学,广东省,44.6
61,西南大学,重庆市,44.4
62,南京农业大学,江苏省,44.3
62,河海大学,江苏省,44.3
64,哈尔滨工程大学,黑龙江省,44.2
65,华中农业大学,湖北省,44
66,中国药科大学,江苏省,43.7
67,西南交通大学,四川省,43.6
68,天津医科大学,天津市,43.3
69,西北农林科技大学,陕西省,42.8
69,南京师范大学,江苏省,42.8
71,西北大学,陕西省,42.5
72,江苏大学,江苏省,42.3
73,浙江工业大学,浙江省,42.1
74,北京林业大学,北京市,42
75,南京邮电大学,江苏省,41.9
75,南方医科大学,广东省,41.9
75,陕西师范大学,陕西省,41.9
75,南京工业大学,江苏省,41.9
79,北京工业大学,北京市,41.8
80,燕山大学,河北省,41.5
81,华南师范大学,广东省,41.4
82,河北工业大学,河北省,41.1
83,北京中医药大学,北京市,41
83,浙江师范大学,浙江省,41
83,汕头大学,广东省,41
86,长安大学,陕西省,40.9
87,沈阳药科大学,辽宁省,40.8
87,湘潭大学,湖南省,40.8
89,大连海事大学,辽宁省,40.6
90,浙江理工大学,浙江省,40.5
91,杭州师范大学,浙江省,40.4
91,大连医科大学,辽宁省,40.4
93,河北大学,河北省,40.3
94,杭州电子科技大学,浙江省,40.2
94,中央民族大学,北京市,40.2
96,安徽大学,安徽省,40
97,山西大学,山西省,39.4
97,宁波大学,浙江省,39.4
97,石家庄铁道大学,河北省,39.4
100,扬州大学,江苏省,39.3
101,湖北大学,湖北省,39.2
102,温州医科大学,浙江省,39
102,河北医科大学,河北省,39
104,南京信息工程大学,江苏省,38.8
104,深圳大学,广东省,38.8
104,首都师范大学,北京市,38.8
107,上海理工大学,上海市,38.7
108,太原理工大学,山西省,38.6
108,浙江工商大学,浙江省,38.6
110,华侨大学,福建省,38.5
110,湖南师范大学,湖南省,38.5
112,广西大学,广西壮族自治区,38.3
112,上海师范大学,上海市,38.3
114,上海中医药大学,上海市,38
114,东北林业大学,黑龙江省,38
114,武汉科技大学,湖北省,38
114,东北农业大学,黑龙江省,38
118,华南农业大学,广东省,37.9
118,辽宁大学,辽宁省,37.9
120,青岛大学,山东省,37.8
120,长沙理工大学,湖南省,37.8
120,福建医科大学,福建省,37.8
123,河北科技大学,河北省,37.7
124,河北农业大学,河北省,37.6
124,西安建筑科技大学,陕西省,37.6
124,重庆医科大学,重庆市,37.6
127,广州医科大学,广东省,37.5
127,河北师范大学,河北省,37.5
129,广东工业大学,广东省,37.4
129,上海海事大学,上海市,37.4
131,南昌大学,江西省,37.3
132,渤海大学,辽宁省,37.2
133,青岛科技大学,山东省,37
134,西安理工大学,陕西省,36.8
135,东北石油大学,黑龙江省,36.7
135,安徽医科大学,安徽省,36.7
135,黑龙江中医药大学,黑龙江省,36.7
138,沈阳航空航天大学,辽宁省,36.6
139,山东财经大学,山东省,36.5
140,江苏师范大学,江苏省,36.4
140,三峡大学,湖北省,36.4
142,黑龙江大学,黑龙江省,36.3
142,天津师范大学,天津市,36.3
144,长春理工大学,吉林省,36
144,北京工商大学,北京市,36
146,武汉工程大学,湖北省,35.9
146,天津工业大学,天津市,35.9
146,中国计量学院,浙江省,35.9
149,福建师范大学,福建省,35.8
149,安徽师范大学,安徽省,35.8
149,温州大学,浙江省,35.8
149,山西师范大学,山西省,35.8
153,西南石油大学,四川省,35.7
154,济南大学,山东省,35.6
154,山东师范大学,山东省,35.6
156,江苏科技大学,江苏省,35.5
156,郑州大学,河南省,35.5
156,浙江中医药大学,浙江省,35.5
159,广州大学,广东省,35.4
160,河南大学,河南省,35.3
161,重庆邮电大学,重庆市,35.2
161,辽宁工业大学,辽宁省,35.2
163,安徽工业大学,安徽省,35.1
163,中国民航大学,天津市,35.1
163,辽宁师范大学,辽宁省,35.1
166,中南民族大学,湖北省,35
167,上海海洋大学,上海市,34.9
167,四川农业大学,四川省,34.9
169,沈阳建筑大学,辽宁省,34.7
169,广西师范大学,广西壮族自治区,34.7
169,河南理工大学,河南省,34.7
169,西北师范大学,甘肃省,34.7
169,集美大学,福建省,34.7
174,天津科技大学,天津市,34.6
175,南京中医药大学,江苏省,34.5
175,湖南农业大学,湖南省,34.5
175,成都理工大学,四川省,34.5
175,北方工业大学,北京市,34.5
175,海南大学,海南省,34.5
180,南通大学,江苏省,34.4
180,贵州大学,贵州省,34.4
180,浙江农林大学,浙江省,34.4
180,云南师范大学,云南省,34.4
184,常州大学,江苏省,34.3
184,北京建筑大学,北京市,34.3
184,西安邮电大学,陕西省,34.3
184,宁夏大学,宁夏自治区,34.3
184,福建中医药大学,福建省,34.3
189,中北大学,山西省,34.2
189,兰州交通大学,甘肃省,34.2
191,内蒙古大学,内蒙古自治区,34.1
191,南华大学,湖南省,34.1
191,河南师范大学,河南省,34.1
191,苏州科技学院,江苏省,34.1
191,大连交通大学,辽宁省,34.1
196,福建农林大学,福建省,34
197,陕西科技大学,陕西省,33.9
197,沈阳农业大学,辽宁省,33.9
197,山东科技大学,山东省,33.9
200,兰州理工大学,甘肃省,33.8
200,太原科技大学,山西省,33.8
202,长江大学,湖北省,33.7
202,徐州医学院,江苏省,33.7
204,重庆工商大学,重庆市,33.6
205,江西师范大学,江西省,33.5
205,青岛理工大学,山东省,33.5
207,山东农业大学,山东省,33.4
207,绍兴文理学院,浙江省,33.4
209,武汉轻工大学,湖北省,33.3
210,辽宁工程技术大学,辽宁省,33.2
210,哈尔滨理工大学,黑龙江省,33.2
212,湖南科技大学,湖南省,33
212,沈阳工业大学,辽宁省,33
212,桂林理工大学,广西壮族自治区,33
212,河北工程大学,河北省,33
212,延边大学,吉林省,33
217,烟台大学,山东省,32.8
217,昆明理工大学,云南省,32.8
217,中南林业科技大学,湖南省,32.8
220,山西医科大学,山西省,32.7
220,广东医学院,广东省,32.7
222,西安石油大学,陕西省,32.6
222,北京信息科技大学,北京市,32.6
222,四川医科大学,四川省,32.6
222,山西大同大学,山西省,32.6
222,广西民族大学,广西壮族自治区,32.6
227,河南工业大学,河南省,32.4
228,河南科技大学,河南省,32.3
228,桂林电子科技大学,广西壮族自治区,32.3
228,上海电力学院,上海市,32.3
231,南京林业大学,江苏省,32.2
231,嘉兴学院,浙江省,32.2
231,大连民族大学,辽宁省,32.2
231,淮阴师范学院,江苏省,32.2
